"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.,3,"DateObject[{2016, 6, 16, 8, 37, 46}, ""Instant"", ""Gregorian"", -7.]","Amazing convertible 3 bedroom apartment features hardwood floors, large windows which allow an abundance of natural light, a large dining alcove, large living room, two enormous walk in closets, a modern walk through kitchen with stainless steel appliances, dishwasher, granite counter tops, and a marble bath. Fantastic low fee unit*<br /><br />Luxury doorman building in Midtown within walking distance to transportation, restaurants, bars, nightlife, shopping, and countless other recreational amenities. Building has free gym, laundry room, and parking available.<br /><br />To schedule a viewing please contact;Drew Adams kagglemanager@renthop.com **All prices and concessions are based on availability and move in date**<br /><br /><p><a  website_redacted","East 34th Street",40.7465,-73.9803,4500,"120 East 34th Street","medium",1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 11, 3, 8, 39}, ""Instant"", ""Gregorian"", -7.]","LARGE TWO BEDROOM WITH ONE BATH WITH OPEN KITCHEN,,W/D IN UNIT.BEAUTIFUL LUXURY UNIT, OPEN KITCHEN, GREAT CLOSET SPACE, WASHER/DRYERS IN UNIT,UP-GRADED CLOSETS, MARBLE BATHROOM AND MORE.NO EXPENCE HAS BEEN SPARED FROM THE LOBBY TO THE HALLWAYS TO THE FINISHES IN THE UNIT.ELEVATED RESIDENCE LOUNGE, STATE-OF-THE-ART FITNESS CENTER AND FULLY FURNISHED SUNDECK WITH AN AMAZING VIEW. STEP AWAY FROM THE HIGH LINE PARK.<br /><br />CALL ANYTIMEJUSTIN MARTINEZCHRISTIE PROPERTY GROUP kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","11th Ave.",40.7528,-74.0032,6995,"312 11th Ave.","low",1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1.,2,"DateObject[{2016, 4, 8, 5, 58, 36}, ""Instant"", ""Gregorian"", -7.]","THIS LUXURIOUS STUDIO FEATURES STRIPPED HARDWOOD FLOORS, HIGH CEILINGS, UPDATED KITCHEN AND ALL BRAND NEW STAINLESS STEEL APPLIANCES, CHERRY WOOD CABINETS, FULL MARBLE BATH WITH MEDICINE CABINET. WALK TO WORK! THIS DEAL WONT LAST! LISTED PRICE IS THE 2 MONTH FREE NET EFFECTIVE PRICE!*LOW FEE*<br /><br />THE BUILDING AMENITIES ARE FULL-TIME DOORMAN, ELEVATOR, GYM, PARKING, LAUNDRY IN BUILDING, OUTDOOR AREAS, VALET, ON-SITE CONCIERGE, ON-PREMISE CRUNCH FITNESS, RESIDENTS' LOUNGE WITH BILLIARDS AND WET BAR!<br /><br />FOR A PRIVATE VIEWING PLEASE CALL/TEXT OR EMAIL Meyer Ovadia: (753-396-6626) kagglemanager@renthop.com<br /><br /><p><a  website_redacted","John Street",40.7081,-74.0065,2650,"100 John Street","low",1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 18, 1, 20, 52}, ""Instant"", ""Gregorian"", -7.]","Large 1Bedroom / 1 Bathroom Apartment in Elevator / Laundry Building in Gravesend.Apartment features a King sized bedroom, renovated windowed kitchen with stainless steel appliances including a dishwasher and built in microwave, renovated tiled windowed bathroom, hardwood floors throughout, plenty of closet space.For inquiries or to schedule a viewing call Mike 9 1 7 - 5 0 2 - 8 7 4 3","East 3rd Street",40.5922,-73.9675,1725,"2375 East 3rd Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 6, 7, 5, 33, 23}, ""Instant"", ""Gregorian"", -7.]","90TH/ 2 AVE!! AMAZING STUDIO IN WHITE GLOVE DM BLG! FULL SERVICE- DRY CLEANING IN BLDG! AMAZING VIEWS!Situated in the highly sought-after neighborhood surrounded by restaurants, museums, parks and entertainment. This higher floor studio apartment features include oversized kitchen with tons of cabinetry space, dishwasher and microwave. Huge layout with ample closet space. Stunning view and tons of sunlight. Building amenities include a luxury lobby with 24-hour Doorman and concierge service. Laundry service valet is provided as well as in building laundry room. You will feel at home the minute you walk into this fabulous and spacious studio. This opportunity is not to be missed.Electric is only $20 a month!<br /><br />Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","2 Ave",40.7817,-73.9496,2100,"1751-1763 2 Ave","medium",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 7, 5, 49, 44}, ""Instant"", ""Gregorian"", -7.]","HURRY UP! AMAZING DEAL, HUGE 2 BED ROOM, TONS OF CLOSET PLACE!!! 
AMAZING VIEW!!
LUXURY nice apartment, great light, flex2 bedroom. Located across from the Seaport and steps from the chic eateries on quaint, cobblestoned Stone Street, the building puts residents in immediate proximity of fine dining and shopping. The address is also two blocks from the Fulton Street transit hub and adjacent to the Financial District. Standing elegant and high, this unique statement of modern living is also a mainstay in the neighborhood. Originally built in 1971 as an office building, the tower was inspired by the principles of International Style of design championed by Philip Johnson, and was deliberately set back to allow for enhanced light and views.
ALSO I HAVE DIFFERENT LAY OUT AND PRICING!
<br/><br/><br/><br/><br/><br/><p><a  website_redacted","Water Street",40.7073,-74.0046,3195,"200 Water Street","low",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2.,3,"DateObject[{2016, 4, 12, 2, 9, 41}, ""Instant"", ""Gregorian"", -7.]","*****OPEN HOUSE APRIL 16TH FROM 11AM-12PM*****

*****PRIVATE SHOWINGS AVAILABLE BY APPOINTMENT*****

Gorgeous renovated 3 bed 1.5 bath! Convertible to a 4 bedroom duplex. Stainless steel appliances. Very spacious layout. Hardwood floors through out. Huge back yard shared with one other tenant. Must see gem will not last. Call, text or email to schedule.","Kosciuszko St and Stuyvesant Ave",40.6923,-73.9345,3400,"490 Kosciuszko St","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 6, 3, 35, 13}, ""Instant"", ""Gregorian"", -7.]","","61st St",40.6428,-74.0228,2200,"211 61st St","high",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 27, 6, 4, 46}, ""Instant"", ""Gregorian"", -7.]","Modern renovations throughout, with flowing spacious layout, updated electric wiring, hardwood floors, updated kitchen, updated bathroom, storage space. It is located in a well maintained video security elevator laundry building within a five minute walk to the subway. All buildings come with Bed Bug certifications. Cable and High Speed Internet, Heat and Hot Water Included. Showing Today! Schedule on-line at:www.MyManhattanapt.com<br/><br/>Schedule your showing today on-line at:www.MyManhattanapt.comShowing times:  8:45am, 10:15am,11:45am, 1:15pm, 2:45am, 4:15pm, 5:45pm, 6:30pm, 7:30pmRequirements & Documents: Letter of employment, last year's tax return, recent bank statement. Shares ok, guarantors welcome (same documents needed)*No fee conditions apply <br/><br/><br/><br/><p>","Beautiful Spacious Renovated Modern Kitchen & Bathroom Elevator Laundry ",40.8455,-73.9415,2400,"710 W 173rd St.","low",1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 14, 4, 23, 39}, ""Instant"", ""Gregorian"", -7.]","Perfectly priced and ready for move in today...<br /><br />This is a great space in the heart of the East VillageDecorative Fireplace Large windowsGreat natural light Spacious Exposed Brick<br /><br />Conveniently located near plenty of eateries, shops, public transportation Live in superFast and easy approvals<br /><br />For complete area coverage through our real time database and to arrange a viewing of this apartment email, call or text me<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 9 Street",40.7283,-73.9857,2300,"344 E 9 Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,3,"DateObject[{2016, 4, 13, 3, 21, 46}, ""Instant"", ""Gregorian"", -7.]","Call/Text JOHN @ kagglemanager@renthop.com: Riverside Drive between West 158th Street and West 160th Street Subways: 1 &amp; CWHAT TO LOOK FOR* Newly renovated apartment * Brand New kitchen * Stainless steel appliances* Dishwasher* Ample closet space throughout * Spacious living room * Modern Bathroom THE BUILDING* Pets welcome* On-site super* Elevator * Laundry RoomDon't let this one pass by- Call Now!!Call/Text JOHN @ kagglemanager@renthop.com what you custom to? No trouble. We at BOHEMIA like to share the PIE; I can show you ANYTHING on our site OR see my other listings at website_redacted does it better - Call John... For your Real Estate Home","Riverside Drive",40.8362,-73.9459,3300,"838 Riverside Drive","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 27, 1, 21, 44}, ""Instant"", ""Gregorian"", -7.]","Great Village value. Please call or email Julie to schedule your show.","Carmine Street",40.7306,-74.0022,4150,"7 Carmine Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 7, 2, 48, 33}, ""Instant"", ""Gregorian"", -7.]","*** ACTUAL PICTURES!!! ***Literately steps from Central Park!!!This is the one. I recommend you schedule a viewing today. It's a spacious, gut renovated, 3 bedroom apt. The rental has large windows and hardwood floors and it is very sunny!The apartment's kitchen comes with a window that opens, granite countertops, and a galley layout. You'll find plenty of storage and high-end, stainless steel appliances including dishwasher.All the 3 bedrooms have windows that open and hardwood flooring. Good size bedrooms that fit at least a full sized bed.The bathroom comes with a standard tub, good storage, and a window that opens.The building has onsite laundry. For more information and to schedule an immediate viewing, please email, call, or text me at your earliest convenience.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 105 Street",40.7929,-73.9506,2475,"26 E 105 Street","medium",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 22, 22, 10, 39}, ""Instant"", ""Gregorian"", -7.]","Charming, Spacious & Bright Studio + Could not be closer to NYU

A studio that is perfectly laid out for all the furniture one will need

Situated on a peaceful street, no bars on the block. Nice, residential tree-line street which leads to Washington Sq Park one short street away

Studio will easily fit a queen sized bed, dresser, desk, couch, coffee table

Laundry Room, on-site super, virtual doorman, secure entrance w/ cctv

Lots of restaurants, cafes, bars & more nearby
Washington Sq Park is a great place to chill on those summer afternoons

W 4 Subway Station one block away (multiple lines)

These do not last long on the market, snapped up fast every summer
","220 Sullivan St, Greenwich Village",40.7294,-74.0001,2250,"224 Sullivan St","medium",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.,2,"DateObject[{2016, 4, 9, 3, 49, 2}, ""Instant"", ""Gregorian"", -7.]","NO BROKER FEE & $1500 CREDIT TOWARD THE 1ST MONTH RENT!! WOW!! Lovely 2 Bedroom 1 Bath apartment with hardwood floors, modern bathroom, stainless steel appliances, elegant kitchen cabinets and counter-tops, plus much more! Amazing area close to shopping, restaurants, City Collage, Columbia University & transportation.<br /><br /><br /><br /><br /><br /><p><a  website_redacted","W 146th St",40.8272,-73.9507,1995,"602 W 146th St","medium",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 7, 6, 2, 37}, ""Instant"", ""Gregorian"", -7.]","Renovated & spacious 2 bed in Park Slope! Broker fee.**Available for June 1st*****Building is Rent Stabilized***Apartment features: -2 Queen Sized bedrooms both with closets and plenty of room for additional furniture located on opposite ends of the apartment -Renovated separate Kitchen with dishwasher-Renovated Marble Bath -Large Living room with spacious layout -Beautiful Hardwood floors & exposed brick throughout -Finished roof deck with unparalleled views of Manhattan!-1 Flight up in a beautifully maintained walk up building-Pet Friendly!The best of Park Slope & trendy Gowanus at your door!Steps from the F, G & R trains at 4Av-9 St. 1-2 minutes walk at most!!!<br /><br /><br /><br />Contact agent:kagglemanager@renthop.com-423-1975<br /><br /><p><a  website_redacted","Fourth Avenue",40.6687,-73.9896,3100,"475  Fourth Avenue","medium",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 16, 4, 39, 9}, ""Instant"", ""Gregorian"", -7.]","This lovely, large 1 bedroom apartment offering king size bedroom, high ceilings, spacious closets, exposed bricks, Washer/Dryer, hardwood floors, recessed lighting, ceiling fan, video intercom. Custom-designed open kitchen with granite counter tops, stainless steel appliances, dishwasher, and a wine cooler. Totally renovated bathroom is outfitted with marble.<br /><br />Located on a quiet tree lined street in the heart of amazing West Village. Stylish boutiques, fine dining, fashion and nightlife is in every direction. Centrally located to 1, C, E subway lines, M12 bus.<br /><br />No fee with 2 year lease. Shares, students, guarantors are allowed. Pets are allowed (no fee).<br /><br />To get more information call me now at 814-025-3817.<p><a  website_redacted","W 12th St.",40.7373,-74.0042,4095,"290 W 12th St.","low",1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,4,"DateObject[{2016, 4, 16, 1, 20, 17}, ""Instant"", ""Gregorian"", -7.]","<div> </div><div>- approximately 1500 square feet</div><div>- Exposed brick and decorative fireplaces</div><div>- 2 blocks from train</div><div>- 2 full baths</div><div>- 3 huge bedrooms</div><div>- Washer/Dryer in unit</div><div>- Lots of closet space</div><div>- Newly renovated kitchen with stainless steel appliances, dishwasher, built in microwave, stone counter tops</div><div>- Hardwood floors</div><div>- Skylight</div><div>- Park views</div><div>- Built in Heat/AC</div><div>- Utilities: Tenant pays for heat, electric and cooking gas.</div><div>- Quiet, friendly building</div><div>- Located on Saratoga Park</div><div><br /></div><div>Close to J train (Halsey Street)</div><div>10 minute walk to C train (Ralph Ave)</div><div><div>Apartment is available for May 1 move in.</div></div><div> </div><div> </div><div>Call or text Brandon at 216-505-7760 to setup a viewing </div><BR><BR><CENTER><a href="""" website_redacted target=""""223229"""">Click Here to View Listing Details</a></CENTER><img border=""""0"""" width=""""0"""" height=""""0"""" src="""" website_redacted />","Macon Street",40.6845,-73.9185,3150,"806 Macon Street","low",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,4,"DateObject[{2016, 4, 18, 2, 55, 53}, ""Instant"", ""Gregorian"", -7.]","***NO FEE*** HUGE FLEX 4 BEDROOM 2 BATH ***LUXURY 24 HR DOORMAN CONCIERGE***GYM**ROOF DECK WITH BBQ'S **LOUNGE***ARCADE***NEW GOLF DRIVING RANGE, UNHEARD OF IN NYC***IN THE HEART OF MIDTOWN WEST***STEPS TO SUBWAY AND ALL NYC HAS TO OFFER***BRAND NEW RENOVATED KITCHEN AND BATHROOM******AMAZING DEAL***<br /><br />***X LARGE LIVING SPACE. FLOOR TO CEILING WINDOWS WITH TONS OF SUNLIGHT. BRAND NEW GRANITE KITCHEN WITH STAINLESS STEAL APPLIANCES.  NEW PORCELAIN STONE BATHROOM WITH KOHLER FIXTURES. HARDWOOD FLOORS. TONS OF CLOSET SPACE***<br /><br />To schedule a viewing contact: kagglemanager@renthop.com OR Call/Text 501-606-3449<br /><br /><p><a  website_redacted","10 Ave.",40.7593,-73.9962,5890,"561 10 Ave.","medium",1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 12, 1, 39, 46}, ""Instant"", ""Gregorian"", -7.]","","Rector Place",40.7098,-74.0179,3750,"377 RECTOR PLACE","low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 10, 5, 24, 6}, ""Instant"", ""Gregorian"", -7.]","","East 86th Street",40.7802,-73.9565,3895,"103 East 86th Street","low",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.,3,"DateObject[{2016, 4, 20, 2, 39, 18}, ""Instant"", ""Gregorian"", -7.]","100% no fee Plus 1 Month Free! New Luxury High-Rise in Midtown that is full of amenities. The building features a 24 hour full service doorman/concierge, on-site laundry facility and dry cleaning service. Other amenities include a free state-of-the-art fitness facility, a sundeck with cabanas, as a lounge with Wi-Fi and billiards table.<br /><br />New and spacious convertible 3 bedroom 2 bath apartment with balcony and breath taking city views. The unit features floor to ceiling windows and ample close space. The Kitchen has stainless steel appliances that include a microwave and a dishwasher.<br /><br />Contact: AlexiEmail: kagglemanager@renthop.com Cell: 131-300-3721<br /><br /><p><a  website_redacted","W 37 St.",40.7568,-73.9982,4630,"505 W 37 St.","low",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 5, 3, 24, 42}, ""Instant"", ""Gregorian"", -7.]","Location: West 55th Street &amp; 8th AvenueSubway: 50th Street (C)(E)(N)(Q)(R)Contact James MontgomeryPhone: (597-257-2078Email: kagglemanager@renthop.com stunning studio is in the heart of the exciting Hells Kitchen neighborhood. Dozens of restaurants, Central Park, and Time Square are a few blocks away. The home has big bright windows that pourss natural light across hardwood floors that span the spacious unit. Enjoy, dishwasher, elevator, and laundry room. Call me now to take a look!THE HOME**Big Windows**Sprawling Space**Separated Kitchen**Dishwasher**Multiple Closets **Laundry**Live-in Super**Heat &amp; Hot Water Included**Pets OK**ElevatorTHE NEIGHBORHOOD**Time Square**Central Park**Restaurant Row (9th Avenue)**(N)(Q)(R)(C)(E) TrainsPhotos are of actual unit.I can show you anything you see at (www.bohemiarealtygroup.com).Contact James MontgomeryPhone: (597-257-2078Email: kagglemanager@renthop.com","West 55 Street",40.7664,-73.9863,5995,"360 West 55 Street","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 30, 3, 57, 23}, ""Instant"", ""Gregorian"", -7.]","!!!!!!!! This will end your search!!!!!!!!!***** Stunning Three Bedroom Apartment *****Hard Wood Floors, High Ceilings, Large Windows, ****** Tons of Light! ************* Live in the Middle of the Fun ************ Stainless Steel Kitchen ******Close to the TrainCall now and beat the rush Rory 549-791-4092<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 38 Street",40.7477,-73.9744,3850,"241 E 38 Street","medium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 26, 5, 33, 59}, ""Instant"", ""Gregorian"", -7.]","LARGE Flex 2 UNIT, pet friendly, and NEWLY RENOVATED. The apartment is complete with Hardwood floors through-out, MARBLE KITCHEN with floor to ceiling cabinets. You also get a BRAND NEW MARBLE BATHROOM, high ceilings, DISHWASHER, stainless steel appliances, EXPOSED BRICK and plentiful closets. The large CORNER UNIT will fill the space with tons of SUNLIGHT. The bedrooms can fit a QUEEN SIZE BED, side tables, and dressers. The living-room can easily fit a sectional couch, table, bookcase, entertainment unit, TV, and you will still have room to entertain.<br /><br />**Please text me for the fastest response*** In addition to this apartment, I have access to HUNDREDS of exclusive listings through BOLD New York. I also have great relationships with many landlords in the city, small and large. As a renter myself, I understand how difficult it can be to find an apartment in NYC. My aim is to streamline the process for you and make things easier so that you're able find your new home quickly, with minimal stress.<br /><br /><br /><br /><p><a  website_redacted","East 3rd Street",40.7222,-73.9824,3350,"222 East 3rd Street","medium",1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 7, 1, 44, 59}, ""Instant"", ""Gregorian"", -7.]","Brand New Renovated One Bedroom !! Gorgeous apartment on a quiet block in Carnegie Hill area a close walk to the 86th Street express station. The apartment has been FULLY renovated and features a brand new bright kitchen with plenty of storage space, contemporary bathroom finishes (one downstairs and one upstairs in the bedroom!), new dark stained floors, stairs leading up to the bedroom area which opens up to TWO patios! Very rare and amazing apartment! .Pet friendly PLEASE CONTACT ME IMMEDIATELY ,HOT PROPERTY TO GO; IT WON'T LAST!!!","East 90th Street",40.7818,-73.9528,3499,"167 East 90th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 29, 6, 11, 4}, ""Instant"", ""Gregorian"", -7.]","This 3 bedroom is located in the heart of the east village Shares ok and student discount available<br /><br /><br /><br /><br /><br /><p><a  website_redacted","3rd Ave.",40.7313,-73.9889,5400,"64 3rd Ave.","low",0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
2.,2,"DateObject[{2016, 4, 29, 5, 42, 40}, ""Instant"", ""Gregorian"", -7.]","650 SF Terrace, Bosch Appliances, Marble Baths, W/D The ideal address for any Village lover, this building offers a rare opportunity for waterfront living. It was designed to take full advantage of its prime location, and provides intimacy and tranquility in an otherwise happening neighborhood. In the heart of the West Village you have access to trendy restaurants, clubs, retailers, and galleries. You are steps from the Highline, the new Whitney Museum, Chelsea Market, and the Hudson River Greenway for cycling and jogging. The newly renovated lobby, gym, and interiors are further characterized by abundant light and Hudson River views. Come see this extraordinary outdoor terrace and breathtaking river view. Finishes include white oak flooring, Bosch appliances, and Italian porcelain flooring in the kitchen and custom marble tile througout the bathrooms. Make an appointment for your exclusive viewing. Glenn Lawrence 725-322-8458  kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted","Horatio Street",40.7387,-74.0085,9500,"110 Horatio Street","low",1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
1.,1,"DateObject[{2016, 4, 17, 3, 7, 51}, ""Instant"", ""Gregorian"", -7.]","Charming 1 bedroom with separate office (convertible 2 bedroom), granite tile floor in kitchen, granite bathroom, decorative fireplace, 3 closets, hardwood floors, semi-private patio yard, laundry in building,  short distance to NYU, great East Village location!<br /><br />Call or email Ivo for an exclusive showing of this and many more listings in NYC.<br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 10 Street",40.7287,-73.9839,2950,"249 E 10 Street","low",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,3,"DateObject[{2016, 4, 14, 4, 0, 20}, ""Instant"", ""Gregorian"", -7.]","Rare Duplex 3Br In Greenwich Village, Unique Layout! Spacious!Renovated Kitchen,Washer/Dryer in the apartment!<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","Leroy Street",40.7304,-74.005,5295,"51 Leroy Street","medium",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 5, 3, 29, 54}, ""Instant"", ""Gregorian"", -7.]","<![CDATA[1 bedroom, 4115, Upper WestSide<br /><br />Mid-Rise Luxury Apartment Building, Prime<br /><br />Stainless Steel Appliances, Dishwasher, Microwave<ul><li>2 blocks to 96th Street A, B and C trains</li><li>4 blocks to 96th Street 1, 2 and 3 trains</li><li>Whole Foods across the street</li><li>1 block to Central Park</li></ul> <br /><br /><b>Please ask about this apartment by ID number</b>: 615878]]>","Columbus Avenue",40.7942,-73.96600000000001,4115,"795 Columbus Avenue","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 19, 3, 20, 3}, ""Instant"", ""Gregorian"", -7.]","TRUE 1BR @ COLUMBUS CIRCLE 8th AVELOCATION, LOCATION, LOCATION. AMAZING LUXURY BUILDING LOCATED BY 8th AVE JUST STEPS TO COLUMBUS CIRCLE/CENTRAL PARK. BUILDING FEATURES- 24HR DOORMAN, VALET SERVICE, ON-SITE LAUNDRY, GARAGE IN THE BUILDING.<br/><br/>TRUE 1BR UNIT WITH OVER-SIZED BEDROOM THAT CAN EASILY FIT A KING SIZE BED ** BEAUTIFULLY APPOINTED FULL KITCHEN ** WOOD FLOORS ** MARBLE BATH ** GREAT CLOSET SPACE AND SUNLIGHT.<br/><br/>LIMITED TIME SPECIAL- NO FEE PLUS FREE MONTH *net effective rent FOR MORE INFORMATION OR TO SET UP A VIEWING CALL OR TEXT PAULINA AT (403-586-1373 - kagglemanager@renthop.com<br/><br/><p><a  website_redacted","Broadway & W 56 St.",40.7655,-73.982,2995,"211 W 56 St.","medium",1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 25, 1, 22, 6}, ""Instant"", ""Gregorian"", -7.]","Apartment for rent in Forest Hills 11375  SUBJECT TO CREDIT AND INCOME REQUIREMNTS. For availability, status, and more information about this property as well as many other apartments for rent in Queens, please call 501-606-3449 or visit us on the web:			www.BenjaminRG.com									Property Essentials: 			Heat, Hot Water included, 			No Doorman, 			On-site Laundry, 			R/S Building, 			6 Floors, 			Garage: No, 			Cats OK,  			Elevator, 			118  Units, 			Built in 1939, 			$175 Application Fee, 			Move-in Hours:Anytime.									","7272 112th Street",40.7199,-73.8382,2050,"7272 112th Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 16, 2, 42, 26}, ""Instant"", ""Gregorian"", -7.]","Large, bright 2 bedroom apartment offering 3 separate rooms, high ceilings, spacious closets, exposed bricks, Washer/Dryer, hardwood floors, recessed lighting, ceiling fan, video intercom, two balconies. Custom-designed open kitchen with granite counter tops, stainless steel appliances, dishwasher, and a wine cooler. Totally renovated bathroom is outfitted with marble.<br /><br />Great location! Soho is an iconic NYC neighborhood, renowned for its beautiful cast-iron architecture and cobblestone streets, stylish boutiques, fine dining, fashion and nightlife. Centrally located to most major subway lines and walking distance to Greenwich Village, Little Italy, and Chinatown.<br /><br />No fee with 2 year lease. Shares, students, guarantors are allowed. Pets are allowed (no fee).<br /><br />To get more information call me now at 814-025-3817.<p><a  website_redacted","Elizabeth St.",40.7231,-73.9938,4495,"232 Elizabeth St.","low",0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 6, 3, 0, 13}, ""Instant"", ""Gregorian"", -7.]","Massive Flex 3BR/2BA apartment at an unbeatable price!  Apartment has just been completely renovated with condo-style finishes, has an enormous living area (even if flexed), large private terrace, tons of closet space, amazing pass-thru open kitchen with a dishwasher, and all bedrooms can fit a Queen or King sized bed!<br /><br />Located in the East 80's with easy access to the 456 Express trains.  Tons of shops, restaurants and nightlife close by including Fairway Supermarkets and Whole Foods.  Building features a 24/7 doorman, elevator, onsite super and laundry room!<br /><br />Contact Zack at anytime either by phone, text or email for more information or to schedule a viewing. 450-583-7583 kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","E 82nd St.",40.7753,-73.954,5500,"240 E 82nd St.","medium",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
